OBJECTID,DEVELOPMEN,BOROUGH,TDS_NUM,BLDG_NUM,SH_NUM,HOUSE_NUM,STREET,ADDRESS,LOCATION_C,PROGRAM,RESIDENTIA,FACILITY,CONS_TDS,HAS_MO
"566",BROWNSVILLE,BROOKLYN,"016","024","040","544",MOTHER GASTON BOULEVARD,544 MOTHER GASTON BOULEVARD,"016024040",FEDERAL,RESIDENTIAL,,"016",false
"567",BROWNSVILLE,BROOKLYN,"016","024","041","556",MOTHER GASTON BOULEVARD,556 MOTHER GASTON BOULEVARD,"016024041",FEDERAL,RESIDENTIAL,,"016",false
"568",BROWNSVILLE,BROOKLYN,"016","025","042","311",OSBORN STREET,311 OSBORN STREET,"016025042",FEDERAL,RESIDENTIAL,,"016",false
"569",BROWNSVILLE,BROOKLYN,"016","026","043","341",DUMONT AVENUE,341 DUMONT AVENUE,"016026043",FEDERAL,RESIDENTIAL,,"016",false
"570",BROWNSVILLE,BROOKLYN,"016","026","044","345",DUMONT AVENUE,345 DUMONT AVENUE,"016026044",FEDERAL,RESIDENTIAL,,"016",false
"571",BROWNSVILLE,BROOKLYN,"016","026","045","349",DUMONT AVENUE,349 DUMONT AVENUE,"016026045",FEDERAL,RESIDENTIAL,,"016",false
"572",BROWNSVILLE,BROOKLYN,"016","027","046","363",DUMONT AVENUE,363 DUMONT AVENUE,"016027046",FEDERAL,RESIDENTIAL,ELEVATOR SHOP,"016",false
"573",BRYANT AVENUE-EAST 174TH STREET,BRONX,"235","001","015","1707",BRYANT AVENUE,1707 BRYANT AVENUE,"235001015",FEDERAL,,,"530",false
"574",BRYANT AVENUE-EAST 174TH STREET,BRONX,"235","001","015","1705",BRYANT AVENUE,1705 BRYANT AVENUE,"235001015",FEDERAL,RESIDENTIAL,COMMUNITY ROOM (VACANT)/ BOILER,"530",false
"575",BUSHWICK,BROOKLYN,"086","001","001","811",FLUSHING AVENUE,811 FLUSHING AVENUE,"086001001",MIXED FINANCE/LLC1,RESIDENTIAL,BRICKLAYERS SHOP,"086",false
"576",BUSHWICK,BROOKLYN,"086","001","001","809",FLUSHING AVENUE,809 FLUSHING AVENUE,"086001001",MIXED FINANCE/LLC1,,,"086",false
"577",BUSHWICK,BROOKLYN,"086","002","002","24",HUMBOLDT STREET,24 HUMBOLDT STREET,"086002002",MIXED FINANCE/LLC1,RESIDENTIAL,BOILER/ ROOFTOP LEASE LOCATION,"086",false
"578",BUSHWICK,BROOKLYN,"086","003","003","851",FLUSHING AVENUE,851 FLUSHING AVENUE,"086003003",MIXED FINANCE/LLC1,,,"086",false
"579",BUSHWICK,BROOKLYN,"086","003","003","849",FLUSHING AVENUE,849 FLUSHING AVENUE,"086003003",MIXED FINANCE/LLC1,RESIDENTIAL,GLAZIERS SHOP/ PLUMBERS SHOP,"086",false
"580",BUSHWICK,BROOKLYN,"086","004","004","424",BUSHWICK AVENUE,424 BUSHWICK AVENUE,"086004004",MIXED FINANCE/LLC1,,,"086",false
"581",BUSHWICK,BROOKLYN,"086","004","004","869",FLUSHING AVENUE,869 FLUSHING AVENUE,"086004004",MIXED FINANCE/LLC1,RESIDENTIAL,PAINT SHOP,"086",false
"582",BUSHWICK,BROOKLYN,"086","005","005","392",BUSHWICK AVENUE,392 BUSHWICK AVENUE,"086005005",MIXED FINANCE/LLC1,,,"086",false
"583",BUSHWICK,BROOKLYN,"086","005","005","390",BUSHWICK AVENUE,390 BUSHWICK AVENUE,"086005005",MIXED FINANCE/LLC1,RESIDENTIAL,CARPENTERS SHOP/ CONTRACTOR PAINT SHOP,"086",false
"584",BUSHWICK,BROOKLYN,"086","006","006","372",BUSHWICK AVENUE,372 BUSHWICK AVENUE,"086006006",MIXED FINANCE/LLC1,,DEVELOPMENT MANAGEMENT OFFICE,"086",true
"585",BUSHWICK,BROOKLYN,"086","006","006","370",BUSHWICK AVENUE,370 BUSHWICK AVENUE,"086006006",MIXED FINANCE/LLC1,RESIDENTIAL,,"086",false
"586",BUSHWICK,BROOKLYN,"086","006","006","160",MOORE STREET,160 MOORE STREET,"086006006",MIXED FINANCE/LLC1,,ELEVATOR SHOP,"086",false
"587",BUSHWICK,BROOKLYN,"086","007","007","140",MOORE STREET,140 MOORE STREET,"086007007",MIXED FINANCE/LLC1,RESIDENTIAL,GROUNDS SHOP,"086",false
"588",BUSHWICK,BROOKLYN,"086","007","007","142",MOORE STREET,142 MOORE STREET,"086007007",MIXED FINANCE/LLC1,,,"086",false
"589",BUSHWICK,BROOKLYN,"086","008","008","50",HUMBOLDT STREET,50 HUMBOLDT STREET,"086008008",MIXED FINANCE/LLC1,,COMMUNITY CENTER / NORC,"086",false
"590",BUSHWICK,BROOKLYN,"086","008","008","130",MOORE STREET,130 MOORE STREET,"086008008",MIXED FINANCE/LLC1,RESIDENTIAL,PLASTERERS SHOP,"086",false
"591",BUSHWICK,BROOKLYN,"086","008","008","128",MOORE STREET,128 MOORE STREET,"086008008",MIXED FINANCE/LLC1,,,"086",false
"592",BUTLER,BRONX,"113","001","001","1330",WEBSTER AVENUE,1330 WEBSTER AVENUE,"113001001",FEDERAL,RESIDENTIAL,,"113",false
"593",BUTLER,BRONX,"113","001","001","1334",WEBSTER AVENUE,1334 WEBSTER AVENUE,"113001001",FEDERAL,,,"113",false
"594",BUTLER,BRONX,"113","001","001","1332",WEBSTER AVENUE,1332 WEBSTER AVENUE,"113001001",FEDERAL,,,"113",false
"595",BUTLER,BRONX,"113","001","001","1320",WEBSTER AVENUE,1320 WEBSTER AVENUE,"113001001",FEDERAL,,SENIOR CENTER,"113",false
"596",BUTLER,BRONX,"113","002","002","1352",WEBSTER AVENUE,1352 WEBSTER AVENUE,"113002002",FEDERAL,,,"113",false
"597",BUTLER,BRONX,"113","002","002","1348",WEBSTER AVENUE,1348 WEBSTER AVENUE,"113002002",FEDERAL,RESIDENTIAL,CARETAKER X-SHOP/ PLUMBERS SHOP,"113",false
"598",BUTLER,BRONX,"113","002","002","1350",WEBSTER AVENUE,1350 WEBSTER AVENUE,"113002002",FEDERAL,,,"113",false
"599",BUTLER,BRONX,"113","003","003","1378",WEBSTER AVENUE,1378 WEBSTER AVENUE,"113003003",FEDERAL,,,"113",false
"600",BUTLER,BRONX,"113","003","003","1368",WEBSTER AVENUE,1368 WEBSTER AVENUE,"113003003",FEDERAL,RESIDENTIAL,COMMUNITY CENTER/ BOILER/ LAUNDRY ROOM,"113",false
"601",BUTLER,BRONX,"113","003","003","1370",WEBSTER AVENUE,1370 WEBSTER AVENUE,"113003003",FEDERAL,,EXTERMINATOR SHOP/ CONTRACTOR PAINT SHOP/ NYCHA PAINT SHOP,"113",false
"602",BUTLER,BRONX,"113","003","003","1372",WEBSTER AVENUE,1372 WEBSTER AVENUE,"113003003",FEDERAL,,JANITORIAL STORAGE ROOM,"113",false
"603",BUTLER,BRONX,"113","004","004","409",EAST 170TH STREET,409 EAST 170TH STREET,"113004004",FEDERAL,,CARPENTERS SHOP/ ELEVATOR SHOP/ STOREROOM,"113",false
"604",BUTLER,BRONX,"113","004","004","1410",WEBSTER AVENUE,1410 WEBSTER AVENUE,"113004004",FEDERAL,,,"113",false
"605",BUTLER,BRONX,"113","004","004","1408",WEBSTER AVENUE,1408 WEBSTER AVENUE,"113004004",FEDERAL,RESIDENTIAL,,"113",false
"606",BUTLER,BRONX,"113","004","004","1412",WEBSTER AVENUE,1412 WEBSTER AVENUE,"113004004",FEDERAL,,,"113",false
"607",BUTLER,BRONX,"113","004","004","1402",WEBSTER AVENUE,1402 WEBSTER AVENUE,"113004004",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"113",true
"608",BUTLER,BRONX,"113","005","005","1430",WEBSTER AVENUE,1430 WEBSTER AVENUE,"113005005",FEDERAL,,GROUNDA SHOP-GLASS,"113",false
"609",BUTLER,BRONX,"113","005","005","1432",WEBSTER AVENUE,1432 WEBSTER AVENUE,"113005005",FEDERAL,,,"113",false
"610",BUTLER,BRONX,"113","005","005","1428",WEBSTER AVENUE,1428 WEBSTER AVENUE,"113005005",FEDERAL,RESIDENTIAL,BRICKLAYERS SHOP,"113",false
"611",BUTLER,BRONX,"113","006","006","1458",WEBSTER AVENUE,1458 WEBSTER AVENUE,"113006006",FEDERAL,RESIDENTIAL,DAY CARE CENTER,"113",false
"612",BUTLER,BRONX,"113","006","006","1450",WEBSTER AVENUE,1450 WEBSTER AVENUE,"113006006",FEDERAL,,DAY CARE CENTER,"113",false
"613",BUTLER,BRONX,"113","006","006","1462",WEBSTER AVENUE,1462 WEBSTER AVENUE,"113006006",FEDERAL,,PLASTERERS SHOP,"113",false
"614",BUTLER,BRONX,"113","006","006","1460",WEBSTER AVENUE,1460 WEBSTER AVENUE,"113006006",FEDERAL,,,"113",false
"615",BUTLER,BRONX,"113","007","007",409GAR,EAST 170TH STREET,409GAR EAST 170TH STREET,"113007007",FEDERAL,,GARAGE,"113",false
"616",CAMPOS PLAZA II,MANHATTAN,"286","003","003","643",EAST 13TH STREET,643 EAST 13TH STREET,"286003003",FEDERAL,RESIDENTIAL,,"337",false
"617",CAMPOS PLAZA II,MANHATTAN,"286","003","003","633",EAST 13TH STREET,633 EAST 13TH STREET,"286003003",FEDERAL,,,"337",false
"618",CAMPOS PLAZA II,MANHATTAN,"286","003","004","641",EAST 13TH STREET,641 EAST 13TH STREET,"286003004",FEDERAL,RESIDENTIAL,,"337",false
"619",CAMPOS PLAZA II,MANHATTAN,"286","004","005","611",EAST 13TH STREET,611 EAST 13TH STREET,"286004005",FEDERAL,,COMMUNITY CENTER,"337",false
"620",CAMPOS PLAZA II,MANHATTAN,"286","004","005","616",EAST 14TH STREET,616 EAST 14TH STREET,"286004005",FEDERAL,,,"337",false
"621",CAMPOS PLAZA II,MANHATTAN,"286","004","005","618",EAST 14TH STREET,618 EAST 14TH STREET,"286004005",FEDERAL,,,"337",false
"622",CAMPOS PLAZA II,MANHATTAN,"286","004","005","610",EAST 14TH STREET,610 EAST 14TH STREET,"286004005",FEDERAL,,,"337",false
"623",CAMPOS PLAZA II,MANHATTAN,"286","004","005","614",EAST 14TH STREET,614 EAST 14TH STREET,"286004005",FEDERAL,,ROOFTOP LEASE LOCATION,"337",false
"624",CAMPOS PLAZA II,MANHATTAN,"286","004","005","612",EAST 14TH STREET,612 EAST 14TH STREET,"286004005",FEDERAL,RESIDENTIAL,JANITORIAL STOREROOM,"337",false
"625",CAREY GARDENS,BROOKLYN,"166","001","001","2950",WEST 23RD STREET,2950 WEST 23RD STREET,"166001001",FEDERAL,,,"166",false
"626",CAREY GARDENS,BROOKLYN,"166","001","001","2948",WEST 23RD STREET,2948 WEST 23RD STREET,"166001001",FEDERAL,,,"166",false
"627",CAREY GARDENS,BROOKLYN,"166","001","001","2936",WEST 23RD STREET,2936 WEST 23RD STREET,"166001001",FEDERAL,,CARPENTERS SHOP,"166",false
"628",CAREY GARDENS,BROOKLYN,"166","001","001","2946",WEST 23RD STREET,2946 WEST 23RD STREET,"166001001",FEDERAL,RESIDENTIAL,PLUMBERS SHOP/ X-MAINTENANCE SHOP,"166",false
"629",CAREY GARDENS,BROOKLYN,"166","001","001","2955",WEST 24TH STREET,2955 WEST 24TH STREET,"166001001",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE/ BOILER,"166",true
"630",CAREY GARDENS,BROOKLYN,"166","001","001","2953",WEST 24TH STREET,2953 WEST 24TH STREET,"166001001",FEDERAL,,,"166",false
"631",CAREY GARDENS,BROOKLYN,"166","002","002","2947",WEST 23RD STREET,2947 WEST 23RD STREET,"166002002",FEDERAL,,EXTERMINATOR SHOP/ PAINT SHOP/ PLASTERERS SHOP,"166",false
"632",CAREY GARDENS,BROOKLYN,"166","002","002","2945",WEST 23RD STREET,2945 WEST 23RD STREET,"166002002",FEDERAL,RESIDENTIAL,BULK STOREROOM/ STORAGE ROOM,"166",false
"633",CAREY GARDENS,BROOKLYN,"166","002","002","2949",WEST 23RD STREET,2949 WEST 23RD STREET,"166002002",FEDERAL,,BRICKLAYERS SHOP/ CARPENTERS SHOP/ GLAZIERS SHOP,"166",false
"634",CAREY GARDENS,BROOKLYN,"166","002","002","2931",WEST 23RD STREET,2931 WEST 23RD STREET,"166002002",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"166",false
"635",CAREY GARDENS,BROOKLYN,"166","003","003","2824",WEST 23RD STREET,2824 WEST 23RD STREET,"166003003",FEDERAL,,,"166",false
"636",CAREY GARDENS,BROOKLYN,"166","003","003","2834",WEST 23RD STREET,2834 WEST 23RD STREET,"166003003",FEDERAL,,,"166",false
"637",CAREY GARDENS,BROOKLYN,"166","003","003","2832",WEST 23RD STREET,2832 WEST 23RD STREET,"166003003",FEDERAL,RESIDENTIAL,BOILER,"166",false
"638",CAREY GARDENS,BROOKLYN,"166","003","003","2836",WEST 23RD STREET,2836 WEST 23RD STREET,"166003003",FEDERAL,,,"166",false
"639",CAREY GARDENS,BROOKLYN,"166","004","005","2315",SURF AVENUE,2315 SURF AVENUE,"166004005",FEDERAL,,COMMUNITY CENTER,"166",false
"640",CAREY GARDENS,BROOKLYN,"166","004","006","2964",WEST 23RD STREET,2964 WEST 23RD STREET,"166004006",FEDERAL,,DAY CARE CENTER,"166",false
"641",CAREY GARDENS,BROOKLYN,"166","005","800",2945B,WEST 23RD STREET,2945B WEST 23RD STREET,"166005800",FEDERAL,,GARAGE,"166",false
"642",CARLETON MANOR,QUEENS,"164","001","015",71-15,BEACH CHANNEL DRIVE,71-15 BEACH CHANNEL DRIVE,"164001015",FEDERAL,RESIDENTIAL,SATELLITE DEVELOPMENT MANAGEMENT OFFICE/ DAY CARE CENTER/ BOILER/ LAUNDRY ROOM/ ROOFTOP LEASE LOCATION/ STOREROOM,"075",false
"643",CARLETON MANOR,QUEENS,"164","001","015",72-05,BEACH CHANNEL DRIVE,72-05 BEACH CHANNEL DRIVE,"164001015",FEDERAL,,DAY CARE CENTER,"075",false
"644",CARLETON MANOR,QUEENS,"164","001","015",71-17,BEACH CHANNEL DRIVE,71-17 BEACH CHANNEL DRIVE,"164001015",FEDERAL,,,"075",false
